frame_idx,timestamp,hand_velocity_left,hand_velocity_right,hand_acceleration_left,hand_acceleration_right,hands_present,grip_state_left,grip_state_right,hand_distance,trajectory_curvature,num_tools,tool_changed,tool_stability,num_interactions,contact_point_shift,contact_point_variance,interaction_density,interaction_rhythm,flow_magnitude,flow_uniformity,flow_discontinuity,direction_change,scene_change_score,visual_stability,activity_level,transition_score
0,0.000,0.000,0.000,0.000,0.000,1,0,0,0.000,0.000,3,0,1.000,1,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.330,0.000
3,0.100,11.402,0.000,11.402,0.000,1,0,0,0.000,0.000,4,1,0.000,2,50.695,0.000,1.000,0.500,3.165,0.649,0.000,0.714,0.239,0.761,0.527,0.750
6,0.200,6.325,0.000,-5.077,0.000,1,0,0,0.000,0.000,4,0,0.500,3,27.857,214.889,1.000,0.449,3.593,0.642,0.000,0.265,0.235,0.765,0.555,0.000
9,0.300,16.401,0.000,10.077,0.000,1,0,0,0.000,0.334,3,1,0.333,2,17.692,185.969,1.000,0.464,3.316,0.735,0.000,0.200,0.243,0.757,0.483,0.750
12,0.400,15.133,0.000,-1.268,0.000,1,0,0,0.000,0.561,3,0,0.500,2,0.000,141.403,1.000,0.472,4.121,0.902,0.000,0.137,0.257,0.743,0.484,0.000
15,0.500,31.145,0.000,16.012,0.000,1,0,0,0.000,1.130,3,0,0.600,2,47.413,244.742,1.000,0.477,2.598,0.616,0.000,0.156,0.147,0.853,0.555,0.350
18,0.600,0.000,0.000,0.000,0.000,1,0,0,0.000,0.000,7,1,0.500,2,25.020,251.877,1.000,0.481,3.402,0.831,0.000,0.816,0.210,0.790,0.418,0.750
21,0.700,0.000,33.287,0.000,33.287,1,0,0,0.000,0.000,7,0,0.571,3,0.000,377.215,1.000,0.469,5.124,0.909,0.000,0.954,0.250,0.750,0.667,0.450
24,0.800,0.000,44.654,0.000,11.368,1,0,0,0.000,0.000,7,0,0.625,3,0.000,591.053,1.000,0.460,7.624,0.810,0.000,0.199,0.254,0.746,0.799,0.000
27,0.900,0.000,29.682,0.000,-14.973,1,0,0,0.000,0.407,5,0,0.667,2,158.474,1047.636,1.000,0.464,4.435,0.766,0.000,0.066,0.213,0.787,0.634,0.750
30,1.000,116.362,0.000,85.217,0.000,1,1,0,0.000,1.181,5,0,0.700,2,151.605,1372.152,1.000,0.467,3.421,0.512,0.000,1.409,0.154,0.846,0.792,0.750
