frame_idx,timestamp,hand_velocity_left,hand_velocity_right,hand_acceleration_left,hand_acceleration_right,hands_present,grip_state_left,grip_state_right,hand_distance,trajectory_curvature,num_tools,tool_changed,tool_stability,num_interactions,contact_point_shift,contact_point_variance,interaction_density,interaction_rhythm,flow_magnitude,flow_uniformity,flow_discontinuity,direction_change,scene_change_score,visual_stability,activity_level,transition_score
0,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
2,0.067,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.047,0.936,0.000,2.963,0.016,0.984,0.006,0.550
4,0.133,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.106,0.996,0.000,0.484,0.029,0.971,0.003,0.000
6,0.200,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.042,0.785,0.000,2.908,0.015,0.985,0.016,0.550
8,0.267,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.055,0.861,0.000,2.477,0.017,0.983,0.011,0.550
10,0.334,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.043,0.640,0.000,2.059,0.029,0.971,0.026,0.550
12,0.400,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.059,0.564,0.000,2.493,0.019,0.981,0.032,0.550
14,0.467,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.060,0.019,0.000,1.290,0.040,0.960,0.070,0.000
16,0.534,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,3.434,0.915,0.000,1.279,0.344,0.656,0.092,0.000
18,0.601,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,3.482,0.865,0.000,0.690,0.283,0.717,0.097,0.000
20,0.667,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,2.115,0.917,0.000,0.610,0.196,0.804,0.059,0.000
22,0.734,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.633,0.291,0.000,2.024,0.125,0.875,0.065,0.550
24,0.801,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.383,0.893,0.000,0.437,0.203,0.797,0.042,0.000
26,0.868,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.981,0.902,0.000,3.065,0.181,0.819,0.031,0.550
28,0.934,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.706,0.694,0.000,0.939,0.160,0.840,0.064,0.000
30,1.001,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.749,0.493,0.000,0.114,0.095,0.905,0.054,0.000
32,1.068,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.566,0.892,0.000,2.185,0.067,0.933,0.022,0.550
34,1.134,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.809,0.542,0.000,2.341,0.113,0.887,0.052,0.550
36,1.201,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.418,0.800,0.000,2.057,0.037,0.963,0.024,0.550
38,1.268,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.582,0.902,0.000,0.104,0.090,0.910,0.021,0.000
40,1.335,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.519,0.165,0.000,0.332,0.111,0.889,0.071,0.480
42,1.401,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.244,0.985,0.000,0.524,0.016,0.984,0.007,0.000
44,1.468,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.400,0.943,0.000,0.633,0.080,0.920,0.014,0.000
46,1.535,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.127,0.768,0.000,0.125,0.019,0.981,0.019,0.000
48,1.602,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.407,0.920,0.000,0.077,0.078,0.922,0.016,0.000
50,1.668,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.248,0.573,0.000,0.065,0.053,0.947,0.036,0.000
52,1.735,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.191,0.609,0.000,0.102,0.041,0.959,0.032,0.000
54,1.802,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.341,0.878,0.000,0.101,0.069,0.931,0.017,0.000
56,1.869,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.181,0.705,0.000,0.030,0.040,0.960,0.025,0.000
58,1.935,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.203,0.778,0.000,0.024,0.045,0.955,0.021,0.000
60,2.002,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.342,0.627,0.000,0.118,0.067,0.933,0.035,0.000
62,2.069,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.658,0.830,0.533,0.327,0.059,0.941,0.028,0.000
64,2.135,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.514,0.859,0.568,0.112,0.057,0.943,0.048,0.000
66,2.202,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,3.028,0.040,0.580,0.369,0.169,0.831,0.143,0.480
68,2.269,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,4.196,0.056,0.455,0.272,0.134,0.866,0.171,0.000
70,2.336,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,4.968,0.367,0.274,0.044,0.164,0.836,0.169,0.000
72,2.402,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,7.042,0.175,0.029,0.338,0.156,0.844,0.234,0.000
74,2.469,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,4.908,0.269,0.397,2.659,0.102,0.898,0.174,0.550
76,2.536,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,2.913,0.315,0.678,0.917,0.089,0.911,0.121,0.000
78,2.603,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.914,0.228,1.284,0.580,0.094,0.906,0.102,0.000
80,2.669,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.113,0.217,2.601,0.392,0.089,0.911,0.083,0.700
82,2.736,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.401,0.239,3.800,0.578,0.098,0.902,0.088,0.700
84,2.803,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,2.671,0.789,3.918,0.606,0.112,0.888,0.082,0.700
86,2.870,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.688,0.832,4.976,0.627,0.085,0.915,0.054,0.700
88,2.936,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,2.445,0.760,5.485,0.590,0.109,0.891,0.078,0.700
90,3.003,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,4.993,0.566,11.411,0.707,0.181,0.819,0.155,0.700
92,3.070,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,2.773,0.775,14.707,0.035,0.118,0.882,0.085,0.700
94,3.136,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.787,0.528,14.809,3.085,0.136,0.864,0.078,0.700
96,3.203,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.107,0.849,8.451,0.259,0.096,0.904,0.038,0.700
98,3.270,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.847,0.746,3.387,0.121,0.114,0.886,0.064,0.700
100,3.337,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.966,0.648,1.788,1.769,0.107,0.893,0.049,0.700
102,3.403,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.489,0.977,0.974,0.089,0.059,0.941,0.014,0.000
104,3.470,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,1.036,0.909,0.290,0.240,0.095,0.905,0.032,0.000
106,3.537,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.315,0.866,0.024,1.179,0.030,0.970,0.017,0.000
108,3.604,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.412,0.173,0.140,0.450,0.036,0.964,0.068,0.480
110,3.670,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.728,0.930,0.236,2.551,0.069,0.931,0.023,0.550
112,3.737,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.519,0.977,0.280,1.938,0.067,0.933,0.015,0.550
114,3.804,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0,0,1.000,0,0.000,0.000,0.000,0.000,0.847,0.908,0.356,0.193,0.084,0.916,0.028,0.000
