frame_idx,timestamp,hand_velocity_left,hand_velocity_right,hand_acceleration_left,hand_acceleration_right,hands_present,grip_state_left,grip_state_right,hand_distance,trajectory_curvature,num_tools,tool_changed,tool_stability,num_interactions,contact_point_shift,contact_point_variance,interaction_density,interaction_rhythm,flow_magnitude,flow_uniformity,flow_discontinuity,direction_change,scene_change_score,visual_stability,activity_level,transition_score
0,0.000,0.000,0.000,0.000,0.000,1,0,0,0.000,0.000,3,0,1.000,1,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.330,0.000
3,0.100,0.000,8.062,0.000,8.062,1,0,0,0.000,0.000,4,1,0.000,2,0.000,0.000,1.000,0.500,1.012,0.887,0.000,1.443,0.089,0.911,0.438,0.750
6,0.200,0.000,14.560,0.000,6.498,1,0,0,0.000,0.000,4,0,0.500,2,21.587,0.000,1.000,0.500,1.980,0.864,0.000,0.364,0.112,0.888,0.500,0.000
9,0.300,0.000,0.000,0.000,0.000,1,0,0,0.000,0.000,4,0,0.667,2,23.854,61.111,1.000,0.500,1.497,0.243,0.000,2.143,0.090,0.910,0.450,0.580
12,0.400,4.000,0.000,4.000,0.000,1,0,0,0.000,0.000,4,0,0.750,2,32.062,191.188,1.000,0.500,3.962,0.932,0.000,0.884,0.192,0.808,0.486,0.000
15,0.500,0.000,18.111,0.000,3.551,1,0,0,0.000,0.168,4,0,0.800,2,0.000,438.194,1.000,0.500,3.037,0.872,0.000,0.024,0.163,0.837,0.545,0.000
18,0.600,0.000,19.925,0.000,1.814,1,0,0,0.000,0.967,4,0,0.833,2,134.082,939.969,1.000,0.500,2.771,0.636,0.000,0.393,0.151,0.849,0.565,0.745
21,0.700,0.000,15.264,0.000,-4.661,1,0,0,0.000,1.086,4,0,0.857,2,202.082,2252.965,1.000,0.500,1.620,0.526,0.000,0.023,0.140,0.860,0.519,0.750
24,0.800,0.000,3.606,0.000,-11.659,1,0,1,0.000,1.315,4,0,0.875,2,3.606,2182.860,1.000,0.500,1.077,0.767,0.000,0.099,0.108,0.892,0.503,0.550
27,0.900,0.000,9.220,0.000,5.614,1,0,1,0.000,1.528,4,0,0.889,2,201.896,2979.740,1.000,0.500,0.918,0.610,0.000,0.725,0.083,0.917,0.541,0.750
30,1.000,0.000,17.464,0.000,8.245,1,0,1,0.000,1.430,4,0,0.900,2,214.441,3715.316,1.000,0.500,1.504,0.440,0.000,1.354,0.114,0.886,0.614,0.750
33,1.100,0.000,14.213,0.000,-3.252,1,0,1,0.000,1.293,4,0,0.909,2,14.213,4368.000,1.000,0.500,1.132,0.627,0.000,1.846,0.114,0.886,0.573,0.550
36,1.200,0.000,9.434,0.000,-4.779,1,0,1,0.000,1.368,4,0,0.917,2,155.570,4227.121,1.000,0.500,0.990,0.563,0.000,0.094,0.110,0.890,0.548,0.750
39,1.300,0.000,2.000,0.000,-7.434,1,0,1,0.000,1.670,4,0,0.923,2,138.658,4145.600,1.000,0.500,0.653,0.651,0.000,0.263,0.083,0.917,0.492,0.750
42,1.400,0.000,6.403,0.000,4.403,1,0,1,0.000,1.758,3,1,0.857,1,138.658,4145.600,1.000,0.509,0.430,0.766,0.000,1.312,0.060,0.940,0.473,0.750
45,1.500,0.000,3.162,0.000,-3.241,1,0,1,0.000,1.860,3,0,0.867,1,138.658,4145.600,1.000,0.518,0.554,0.760,0.000,0.620,0.074,0.926,0.458,0.750
48,1.600,0.000,4.000,0.000,0.838,1,0,1,0.000,1.963,3,0,0.875,1,138.658,4145.600,1.000,0.526,0.665,0.762,0.000,0.010,0.087,0.913,0.466,0.750
51,1.700,0.000,2.236,0.000,-1.764,1,0,1,0.000,2.000,3,0,0.882,1,138.658,4145.600,1.000,0.533,0.531,0.717,0.000,0.035,0.085,0.915,0.456,0.750
54,1.800,0.000,26.926,0.000,24.690,1,0,1,0.000,2.250,4,1,0.833,2,49.980,4024.824,1.000,0.531,3.111,0.867,0.000,2.497,0.123,0.877,0.677,0.750
57,1.900,0.000,37.336,0.000,10.410,1,0,1,0.000,2.338,4,0,0.842,2,40.817,4299.719,1.000,0.530,4.796,0.826,0.000,0.097,0.167,0.833,0.780,0.350
60,2.000,117.004,0.000,113.004,0.000,1,0,0,0.000,0.000,4,0,0.850,2,24.166,4711.474,1.000,0.528,15.831,0.360,0.000,0.797,0.269,0.731,0.855,0.550
63,2.100,45.453,0.000,-71.551,0.000,1,0,0,0.000,0.370,5,1,0.810,2,0.000,4945.204,1.000,0.526,9.137,0.684,0.000,0.648,0.154,0.846,0.814,0.750
