frame_idx,timestamp,hand_velocity_left,hand_velocity_right,hand_acceleration_left,hand_acceleration_right,hands_present,grip_state_left,grip_state_right,hand_distance,trajectory_curvature,num_tools,tool_changed,tool_stability,num_interactions,contact_point_shift,contact_point_variance,interaction_density,interaction_rhythm,flow_magnitude,flow_uniformity,flow_discontinuity,direction_change,scene_change_score,visual_stability,activity_level,transition_score
0,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,3,0,1.000,0,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.100,0.000
3,0.100,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,1,0.000,0,0.000,0.000,0.000,0.000,4.790,0.857,0.000,2.887,0.300,0.700,0.230,0.750
6,0.200,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,0,0.500,0,0.000,0.000,0.000,0.000,4.518,0.815,0.000,0.026,0.298,0.702,0.226,0.000
9,0.300,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,0,0.667,0,0.000,0.000,0.000,0.000,3.627,0.899,0.000,0.632,0.280,0.720,0.198,0.000
12,0.400,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,0,0.750,0,0.000,0.000,0.000,0.000,1.099,0.717,0.000,0.664,0.154,0.846,0.147,0.000
15,0.500,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,0,0.800,0,0.000,0.000,0.000,0.000,2.331,0.865,0.000,1.352,0.256,0.744,0.168,0.550
18,0.600,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,3,1,0.667,0,0.000,0.000,0.000,0.000,1.867,0.829,0.000,0.359,0.219,0.781,0.059,0.750
21,0.700,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,3,0,0.714,0,0.000,0.000,0.000,0.000,2.046,0.285,0.000,0.053,0.181,0.819,0.101,0.480
24,0.800,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,3,0,0.750,0,0.000,0.000,0.000,0.000,2.288,0.763,0.000,2.210,0.200,0.800,0.074,0.550
27,0.900,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,1,0.667,0,0.000,0.000,0.000,0.000,3.914,0.859,0.000,1.915,0.315,0.685,0.208,0.750
30,1.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,0,0.700,0,0.000,0.000,0.000,0.000,5.708,0.887,0.000,0.410,0.317,0.683,0.251,0.000
33,1.100,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,4,0,0.727,0,0.000,0.000,0.000,0.000,3.481,0.846,0.000,0.217,0.281,0.719,0.198,0.000
36,1.200,0.000,0.000,0.000,0.000,1,0,0,0.000,0.000,3,1,0.667,2,0.000,0.000,0.077,0.000,2.688,0.897,0.000,0.370,0.251,0.749,0.254,0.750
39,1.300,0.000,40.361,0.000,40.361,1,0,0,0.000,0.000,3,0,0.692,2,0.000,11.111,0.143,0.414,2.267,0.886,0.000,0.227,0.251,0.749,0.476,0.550
42,1.400,0.000,7.211,0.000,-33.150,1,0,0,0.000,0.000,3,0,0.714,2,80.062,545.440,0.200,0.449,0.638,0.327,0.000,0.289,0.109,0.891,0.297,0.480
45,1.500,0.000,8.544,0.000,1.333,1,0,0,0.000,1.800,4,1,0.667,3,27.313,442.816,0.250,0.436,0.918,0.823,0.000,2.634,0.143,0.857,0.398,0.750
48,1.600,0.000,8.544,0.000,0.000,1,0,0,0.000,1.327,4,0,0.688,2,31.016,379.605,0.294,0.449,1.085,0.841,0.000,0.640,0.170,0.830,0.361,0.350
51,1.700,0.000,25.612,0.000,17.068,1,0,0,0.000,1.826,4,0,0.706,3,31.321,334.645,0.333,0.442,1.616,0.937,0.000,0.410,0.223,0.777,0.512,0.350
54,1.800,0.000,12.369,0.000,-13.243,1,0,1,0.000,1.655,7,0,0.722,5,26.683,280.298,0.368,0.414,1.712,0.948,0.000,0.302,0.243,0.757,0.518,0.550
57,1.900,0.000,4.472,0.000,-7.897,1,0,1,0.000,1.780,7,0,0.737,5,0.000,235.042,0.400,0.398,1.809,0.966,0.000,0.173,0.236,0.764,0.479,0.580
60,2.000,0.000,8.000,0.000,3.528,1,0,1,0.000,1.561,7,0,0.750,5,0.000,204.119,0.429,0.387,0.854,0.914,0.000,0.043,0.143,0.857,0.482,0.350
63,2.100,0.000,3.162,0.000,-4.838,1,0,1,0.000,1.608,6,0,0.762,4,30.529,83.339,0.455,0.385,0.809,0.693,0.000,0.008,0.139,0.861,0.464,0.580
66,2.200,0.000,3.162,0.000,0.000,1,0,1,0.000,1.407,6,0,0.773,4,0.000,64.468,0.478,0.383,0.822,0.699,0.000,0.355,0.133,0.867,0.467,0.580
69,2.300,0.000,12.042,0.000,8.879,1,0,1,0.000,1.328,6,0,0.783,4,157.991,609.864,0.500,0.381,0.605,0.784,0.000,2.817,0.104,0.896,0.507,0.750
