frame_idx,timestamp,hand_velocity_left,hand_velocity_right,hand_acceleration_left,hand_acceleration_right,hands_present,grip_state_left,grip_state_right,hand_distance,trajectory_curvature,num_tools,tool_changed,tool_stability,num_interactions,contact_point_shift,contact_point_variance,interaction_density,interaction_rhythm,flow_magnitude,flow_uniformity,flow_discontinuity,direction_change,scene_change_score,visual_stability,activity_level,transition_score
0,0.000,0.000,0.000,0.000,0.000,2,0,0,310.413,0.000,5,0,1.000,6,77.492,562.969,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.500,0.000
3,0.100,5.385,8.246,5.385,8.246,2,0,0,304.869,0.000,5,0,1.000,6,72.801,534.805,1.000,0.240,0.389,0.300,0.000,1.262,0.059,0.941,0.605,0.480
6,0.200,1.000,6.083,-4.385,-2.163,2,0,0,311.925,0.000,6,1,0.500,6,75.027,1280.970,1.000,0.267,0.571,0.847,0.000,0.689,0.077,0.923,0.559,0.750
9,0.300,1.000,7.071,0.000,0.988,2,0,0,305.110,2.835,6,1,0.333,6,76.551,1066.619,1.000,0.279,0.596,0.884,0.000,2.867,0.079,0.921,0.562,0.750
12,0.400,2.236,5.000,1.236,-2.071,2,0,0,310.780,2.737,7,1,0.250,6,74.673,1401.855,1.000,0.286,0.676,0.672,0.000,0.842,0.076,0.924,0.542,0.750
15,0.500,22.472,27.893,20.236,22.893,2,0,0,329.055,1.955,7,0,0.400,6,0.000,1653.037,1.000,0.290,2.561,0.879,0.000,1.932,0.157,0.843,0.702,0.550
18,0.600,48.549,40.000,26.077,12.107,2,1,1,336.407,1.634,7,0,0.500,6,0.000,1362.480,1.000,0.293,2.894,0.515,0.000,0.439,0.124,0.876,0.911,0.550
21,0.700,21.932,20.616,-26.617,-19.384,2,1,1,339.700,1.357,7,0,0.571,6,123.483,1756.489,1.000,0.295,4.551,0.830,0.000,2.326,0.228,0.772,0.802,0.686
24,0.800,19.313,5.831,-2.619,-14.785,2,1,1,345.110,1.371,7,0,0.625,6,0.000,1619.124,1.000,0.297,2.734,0.872,0.000,0.087,0.169,0.831,0.739,0.350
27,0.900,30.806,2.236,11.493,-3.595,2,1,1,329.310,1.427,5,1,0.556,6,116.456,1776.550,1.000,0.298,1.699,0.675,0.000,2.938,0.113,0.887,0.816,0.750
30,1.000,16.279,4.123,-14.527,1.887,2,1,1,323.730,1.337,5,0,0.600,6,0.000,1599.925,1.000,0.298,1.648,0.264,0.000,0.310,0.088,0.912,0.763,0.480
33,1.100,4.123,4.123,-12.156,0.000,2,1,1,320.039,1.055,5,0,0.636,6,0.000,1086.185,1.000,0.298,1.686,0.756,0.000,2.488,0.140,0.860,0.662,0.580
36,1.200,2.828,3.606,-1.295,-0.518,2,1,1,323.360,1.064,8,1,0.583,6,0.000,1401.034,1.000,0.298,1.202,0.757,0.000,0.219,0.130,0.870,0.602,0.750
39,1.300,2.236,3.606,-0.592,0.000,2,1,1,322.902,0.921,8,0,0.615,6,0.000,1403.624,1.000,0.298,0.824,0.506,0.000,1.261,0.107,0.893,0.610,0.580
42,1.400,6.083,8.602,3.847,4.997,2,1,1,311.174,1.210,8,0,0.643,6,20.100,506.745,1.000,0.298,0.909,0.688,0.000,1.286,0.085,0.915,0.627,0.350
45,1.500,1.414,7.211,-4.669,-1.391,2,1,1,307.651,1.460,7,0,0.667,6,0.000,1261.740,1.000,0.298,0.765,0.610,0.000,2.502,0.081,0.919,0.641,0.550
